Incident Date,Park Name,Cause of Death,"Cause of Death Group 
(Used in the NPS Mortality Dashboard) ",Intent,Outcome,Sex,Age Range,Activity
5/17/22,Redwood National and State Parks,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,55-64,Not Reported
5/17/22,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Driving
5/18/22,Buffalo National River,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,35-44,Driving
5/18/22,New River Gorge National Park & Preserve,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide
5/18/22,Buffalo National River,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Not Reported
5/19/22,Rocky Mountain National Park,Asphyxiation,Inhalation/ingestion/suffocation,Unintentional,Fatal Injury,Female,15-24,Hiking
5/20/22,Yosemite National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Vessel Related
5/22/22,Not Reported,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Not Reported
5/28/22,Grand Teton National Park,Fall,Fall,Unintentional,Fatal Injury,Female,55-64,Not Reported
5/28/22,Sequoia & Kings Canyon National Parks,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,15-24,Hiking
5/29/22,Blue Ridge Parkway,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,15-24,Not Reported
5/31/22,Zion National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Not Reported
5/31/22,Death Valley National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Not Reported
6/1/22,Yosemite National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,55-64,Hiking
6/2/22,Grand Canyon National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,35-44,Hiking
6/2/22,Petersburg National Battlefield,Poisoning - Drugs,Poisoning,Unintentional,Fatal Injury,Female,25-34,Not Reported
6/3/22,Shenandoah National Park,Fall,Fall,Unintentional,Fatal Injury,Female,Not Reported,Not Reported
6/3/22,Shenandoah National Park,Suicide,Suicide,Intentional,Fatal Injury,Female,Not Reported,Suicide
6/4/22,Chattahoochee River National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming
6/4/22,Denali National Park & Preserve,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Hiking
6/7/22,Glacier National Park,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Climbing
6/8/22,Richmond National Battlefield Park,Homicide,Homicide,Intentional,Fatal Injury,Male,Not Reported,Homicide
6/8/22,Whiskeytown National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,Not Reported,Driving
6/8/22,Golden Gate National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide
6/9/22,Natchez Trace Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide
6/9/22,Big South Fork National River and Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,55-64,Suicide
6/11/22,Grand Canyon National Park,Drowning,Drowning,Unintentional,Fatal Injury,Female,45-54,Vessel Related
6/11/22,Death Valley National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Not Reported
6/12/22,Grand Teton National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide
6/13/22,Craters Of The Moon National Monument & Preserve,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Not Reported,Not Reported,Hiking
6/13/22,George Washington Memorial Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,Not Reported,Suicide
6/13/22,Yellowstone National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,45-54,Not Reported
6/15/22,Cape Hatteras National Seashore,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,Not Reported,Swimming
6/18/22,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,35-44,Vessel Related
6/18/22,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Not Reported,65+,Driving
6/19/22,Acadia National Park,Homicide,Homicide,Intentional,Fatal Injury,Female,35-44,Homicide
6/19/22,Not Reported,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide
6/21/22,Grand Teton National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,55-64,Swimming
6/21/22,Delaware Water Gap National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming
6/22/22,Yellowstone National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Eating
6/22/22,North Cascades National Park,Rockfall,Environmental,Unintentional,Fatal Injury,Male,55-64,Climbing
6/24/22,Chattahoochee River National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming
6/24/22,Mesa Verde National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Other
6/27/22,Indiana Dunes National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming
6/27/22,Yellowstone National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Other
6/27/22,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,55-64,Suicide
6/28/22,Kaloko-Honokohau National Historical Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Vessel Related
6/30/22,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Female,15-24,Vessel Related
6/30/22,National Mall & Memorial Parks,Undetermined,Undetermined,Undetermined,Fatal Injury,Not Reported,Not Reported,Not Reported
7/1/22,Colorado National Monument,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide
7/2/22,Mount Rainier National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,45-54,Suicide
7/4/22,Delaware Water Gap National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Not Reported
7/5/22,Glacier Bay National Park & Preserve,Other,Other,Unintentional,Fatal Injury,Male,65+,Other
7/6/22,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Not Reported,55-64,Suicide
7/6/22,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Female,15-24,Suicide
7/8/22,Gulf Islands National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,55-64,Swimming
7/9/22,Lake Mead National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Not Reported,55-64,Driving
7/10/22,Canyonlands National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Not Reported
7/10/22,Buffalo National River,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving
7/12/22,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide
7/16/22,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Female,65+,Suicide
7/19/22,Olympic National Park,Fall,Fall,Unintentional,Fatal Injury,Male,35-44,Climbing
7/19/22,Delaware Water Gap National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,65+,Suicide
7/20/22,Badlands National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Male,Not Reported,Hiking
7/20/22,George Washington Memorial Parkway,Undetermined,Undetermined,Undetermined,Fatal Injury,Not Reported,Not Reported,Not Reported
7/21/22,Big Bend National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking
7/21/22,Petrified Forest National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Not Reported
7/21/22,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving
7/22/22,Yellowstone National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving
7/22/22,Lake Mead National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,25-34,Vessel Related
7/23/22,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,45-54,Driving
7/24/22,Delaware Water Gap National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,0-14,Swimming
7/24/22,Glacier National Park,Fall,Fall,Unintentional,Fatal Injury,Male,65+,Climbing
7/24/22,Glacier National Park,Fall,Fall,Unintentional,Fatal Injury,Male,65+,Climbing
7/24/22,Glacier National Park,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,65+,Other
7/25/22,Glacier National Park,Fall,Fall,Unintentional,Fatal Injury,Male,65+,Climbing
7/25/22,Lake Mead National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal Injury,Not Reported,Not Reported,Not Reported
7/26/22,Yosemite National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Hiking
7/27/22,Great Smoky Mountains National Park,Falling tree/branch,Environmental,Unintentional,Fatal Injury,Female,0-14,Camping
7/27/22,Yosemite National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,25-34,Hiking
7/28/22,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming
7/29/22,Great Basin National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking
7/29/22,New River Gorge National Park & Preserve,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide
7/29/22,New River Gorge National Park & Preserve,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,35-44,Not Reported
7/31/22,Virgin Islands National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,45-54,Snorkeling
8/1/22,Great Smoky Mountains National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,15-24,Not Reported
8/2/22,Pinnacles National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,55-64,Hiking
8/2/22,Ozark National Scenic Riverways,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,45-54,Not Reported
8/4/22,National Mall & Memorial Parks,Lightning strike,Environmental,Unintentional,Fatal Injury,Male,65+,Other
8/4/22,National Mall & Memorial Parks,Lightning strike,Environmental,Unintentional,Fatal Injury,Female,65+,Other
8/4/22,National Mall & Memorial Parks,Lightning strike,Environmental,Unintentional,Fatal Injury,Male,25-34,Other
8/4/22,Great Smoky Mountains National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide
8/5/22,Shenandoah National Park,Fall,Fall,Unintentional,Fatal Injury,Male,Not Reported,Not Reported
8/7/22,Rocky Mountain National Park,Avalanche,Environmental,Unintentional,Fatal Injury,Male,25-34,Climbing
8/7/22,Ozark National Scenic Riverways,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Female,65+,Not Reported
8/8/22,North Cascades National Park,Homicide,Homicide,Intentional,Fatal Injury,Male,65+,Homicide
8/8/22,Saint Croix National Scenic Riverway,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,35-44,Fishing
8/10/22,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Not Reported,65+,Driving
8/10/22,Baltimore-Washington Parkway,Suicide,Suicide,Intentional,Fatal Injury,Not Reported,Not Reported,Suicide
8/11/22,Acadia National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,45-54,Bicycling
8/11/22,Yosemite National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,45-54,Driving
8/12/22,New River Gorge National Park & Preserve,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide
8/12/22,Lake Mead National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide
8/13/22,Glen Canyon National Recreation Area,Aircraft incident,Other Transportation,Unintentional,Fatal Injury,Male,25-34,Flying
8/13/22,Glen Canyon National Recreation Area,Aircraft incident,Other Transportation,Unintentional,Fatal Injury,Male,65+,Flying
8/13/22,Chattahoochee River National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,55-64,Suicide
8/14/22,Chattahoochee River National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming
8/14/22,Rocky Mountain National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,65+,Other
8/16/22,Yellowstone National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Not Reported
8/18/22,Whiskeytown National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving
8/18/22,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving
8/19/22,Zion National Park,Flash flood,Environmental,Unintentional,Fatal Injury,Male,25-34,Hiking
8/21/22,Virgin Islands National Park,Vessel Incident,Other Transportation,Unintentional,Fatal Injury,Female,15-24,Illegal Activity
8/21/22,Virgin Islands National Park,Vessel Incident,Other Transportation,Unintentional,Fatal Injury,Male,55-64,Illegal Activity
8/22/22,Mount Rainier National Park,Fall,Fall,Unintentional,Fatal Injury,Male,45-54,Climbing
8/22/22,Yellowstone National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Other
8/22/22,Indiana Dunes National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide
8/23/22,Olympic National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,35-44,Swimming
8/23/22,Obed Wild & Scenic River,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,15-24,Not Reported
8/25/22,Cuyahoga Valley National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,Not Reported,Bicycling
8/25/22,Yosemite National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving
8/26/22,Zion National Park,Fall,Fall,Unintentional,Fatal Injury,Male,35-44,Hiking
8/26/22,Grand Canyon National Park,Fall,Fall,Unintentional,Fatal Injury,Male,35-44,Hiking
8/26/22,Colorado National Monument,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving
8/27/22,Upper Delaware Scenic & Recreational River,Drowning,Drowning,Unintentional,Fatal Injury,Male,Not Reported,Swimming
8/27/22,Yosemite National Park,Fall,Fall,Unintentional,Fatal Injury,Male,35-44,Climbing
8/27/22,American Memorial Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Playing Sports
8/30/22,Olympic National Park,Falling tree/branch,Environmental,Unintentional,Fatal Injury,Male,25-34,Camping
8/31/22,North Cascades National Park,Fall,Fall,Unintentional,Fatal Injury,Male,65+,Climbing
8/31/22,Great Falls Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Not Reported,Not Reported,Not Reported
9/2/22,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,35-44,Swimming
9/2/22,Olympic National Park,Undetermined,Undetermined,Unintentional,Fatal Injury,Male,65+,Bicycling
9/3/22,Mammoth Cave National Park,Aircraft incident,Other Transportation,Unintentional,Fatal Injury,Male,65+,Flying
9/3/22,Upper Delaware Scenic & Recreational River,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Swimming
9/3/22,Rocky Mountain National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Hiking
9/4/22,Grand Canyon National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,55-64,Hiking
9/4/22,Glacier National Park,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,55-64,Not Reported
9/4/22,Baltimore-Washington Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Not Reported,65+,Driving
9/4/22,Biscayne National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,25-34,Not Reported
9/4/22,Biscayne National Park,Vessel Incident,Other Transportation,Unintentional,Fatal Injury,Not Reported,Not Reported,Vessel Related
9/5/22,Grand Canyon National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,55-64,Other
9/6/22,Big Bend National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,15-24,Not Reported
9/8/22,Upper Delaware Scenic & Recreational River,Drowning,Drowning,Unintentional,Fatal Injury,Male,Not Reported,Swimming
9/8/22,Upper Delaware Scenic & Recreational River,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Vessel Related
9/8/22,Grand Canyon National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,Not Reported,Not Reported
9/9/22,Great Smoky Mountains National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,65+,Driving
9/9/22,Great Smoky Mountains National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,25-34,Driving
9/9/22,Glen Canyon National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide
9/10/22,Grand Canyon National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Vessel Related
9/10/22,Sequoia & Kings Canyon National Parks,Fall,Fall,Unintentional,Fatal Injury,Male,65+,Not Reported
9/10/22,Lassen Volcanic National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Hiking
9/12/22,Colorado National Monument,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,25-34,Driving
9/13/22,Lake Mead National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,45-54,Not Reported
